,RF_precision,RF_recall,RF_f1-score,RF_support,RF_macro avg,SVM_precision,SVM_recall,SVM_f1-score,SVM_support,SVM_macro avg
Accuracy,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,,0.8496503496503497,0.8496503496503497,0.8496503496503497,0.8496503496503497,
Precision(macro),,,,,0.8914027149321266,,,,,0.5032439335887612
Recall(macro),,,,,0.8985933356393406,,,,,0.4294650063415197
F1(macro),,,,,0.8948936170212766,,,,,0.44863777258143456
